guess_id,group_id,match_id,user_id,home_team,home_team_score,away_team_score,away_team,predicted_home_score,predicted_away_score
12379,1,A1A2,0694f736-eecc-4451-8a2e-21509473445b,Qatar,0,2,Ecuador,1,1
19489,1,A1A3,0694f736-eecc-4451-8a2e-21509473445b,Qatar,1,3,Senegal,0,2
50070,1,A2A3,0694f736-eecc-4451-8a2e-21509473445b,Ecuador,1,2,Senegal,2,1
12375,1,A3A4,0694f736-eecc-4451-8a2e-21509473445b,Senegal,0,2,Netherlands,0,2
50071,1,A4A1,0694f736-eecc-4451-8a2e-21509473445b,Netherlands,2,0,Qatar,3,0
50069,1,A4A2,0694f736-eecc-4451-8a2e-21509473445b,Netherlands,1,1,Ecuador,2,1
133903,1,A4B3,0694f736-eecc-4451-8a2e-21509473445b,Netherlands,3,1,USA,2,0
140326,1,A4C1,0694f736-eecc-4451-8a2e-21509473445b,Netherlands,2,2,Argentina,2,0
133908,1,B1A3,0694f736-eecc-4451-8a2e-21509473445b,England,3,0,Senegal,1,1
12376,1,B1B2,0694f736-eecc-4451-8a2e-21509473445b,England,6,2,Iran,2,0
94561,1,B1B3,0694f736-eecc-4451-8a2e-21509473445b,England,0,0,USA,2,1
140327,1,B1D1,0694f736-eecc-4451-8a2e-21509473445b,England,1,2,France,1,2
94563,1,B2B3,0694f736-eecc-4451-8a2e-21509473445b,Iran,0,1,USA,0,2
94559,1,B3B4,0694f736-eecc-4451-8a2e-21509473445b,USA,1,1,Wales,2,2
94562,1,B4B1,0694f736-eecc-4451-8a2e-21509473445b,Wales,0,3,England,0,2
94560,1,B4B2,0694f736-eecc-4451-8a2e-21509473445b,Wales,0,2,Iran,1,0
94565,1,C1C2,0694f736-eecc-4451-8a2e-21509473445b,Argentina,1,2,Saudi Arabia,3,0
94570,1,C1C3,0694f736-eecc-4451-8a2e-21509473445b,Argentina,2,0,Mexico,2,1
143418,1,C1D1,0694f736-eecc-4451-8a2e-21509473445b,Argentina,2,2,France,2,0
133906,1,C1D2,0694f736-eecc-4451-8a2e-21509473445b,Argentina,2,1,Australia,2,0
142433,1,C1F4,0694f736-eecc-4451-8a2e-21509473445b,Argentina,3,0,Croatia,1,1
94574,1,C2C3,0694f736-eecc-4451-8a2e-21509473445b,Saudi Arabia,1,2,Mexico,0,2
94566,1,C3C4,0694f736-eecc-4451-8a2e-21509473445b,Mexico,0,0,Poland,1,1
94573,1,C4C1,0694f736-eecc-4451-8a2e-21509473445b,Poland,0,2,Argentina,1,2
94569,1,C4C2,0694f736-eecc-4451-8a2e-21509473445b,Poland,2,0,Saudi Arabia,1,2
133907,1,D1C4,0694f736-eecc-4451-8a2e-21509473445b,France,3,1,Poland,2,1
95727,1,D1D2,0694f736-eecc-4451-8a2e-21509473445b,France,4,1,Australia,3,0
95729,1,D1D3,0694f736-eecc-4451-8a2e-21509473445b,France,2,1,Denmark,3,1
142447,1,D1F3,0694f736-eecc-4451-8a2e-21509473445b,France,2,0,Morocco,2,1
95730,1,D2D3,0694f736-eecc-4451-8a2e-21509473445b,Australia,1,0,Denmark,0,2
94869,1,D3D4,0694f736-eecc-4451-8a2e-21509473445b,Denmark,0,0,Tunisia,2,1
95731,1,D4D1,0694f736-eecc-4451-8a2e-21509473445b,Tunisia,1,0,France,0,3
95728,1,D4D2,0694f736-eecc-4451-8a2e-21509473445b,Tunisia,0,1,Australia,1,0
106859,1,E1E2,0694f736-eecc-4451-8a2e-21509473445b,Spain,7,0,Costa Rica,2,1
125578,1,E1E3,0694f736-eecc-4451-8a2e-21509473445b,Spain,1,1,Germany,2,2
127744,1,E2E3,0694f736-eecc-4451-8a2e-21509473445b,Costa Rica,2,4,Germany,0,2
106858,1,E3E4,0694f736-eecc-4451-8a2e-21509473445b,Germany,1,2,Japan,2,0
127743,1,E4E1,0694f736-eecc-4451-8a2e-21509473445b,Japan,2,1,Spain,1,2
125577,1,E4E2,0694f736-eecc-4451-8a2e-21509473445b,Japan,0,1,Costa Rica,1,0
136995,1,E4F4,0694f736-eecc-4451-8a2e-21509473445b,Japan,1,1,Croatia,1,2
106860,1,F1F2,0694f736-eecc-4451-8a2e-21509473445b,Belgium,1,0,Canada,2,0
125579,1,F1F3,0694f736-eecc-4451-8a2e-21509473445b,Belgium,0,2,Morocco,2,0
128403,1,F2F3,0694f736-eecc-4451-8a2e-21509473445b,Canada,1,2,Morocco,1,1
136997,1,F3E1,0694f736-eecc-4451-8a2e-21509473445b,Morocco,0,0,Spain,0,2
106857,1,F3F4,0694f736-eecc-4451-8a2e-21509473445b,Morocco,0,0,Croatia,0,1
141241,1,F3H1,0694f736-eecc-4451-8a2e-21509473445b,Morocco,1,0,Portugal,0,2
128402,1,F4F1,0694f736-eecc-4451-8a2e-21509473445b,Croatia,0,0,Belgium,1,1
125580,1,F4F2,0694f736-eecc-4451-8a2e-21509473445b,Croatia,4,1,Canada,2,0
143417,1,F4F3,0694f736-eecc-4451-8a2e-21509473445b,Croatia,2,1,Morocco,3,2
140325,1,F4G1,0694f736-eecc-4451-8a2e-21509473445b,Croatia,0,0,Brazil,0,3
110402,1,G1G2,0694f736-eecc-4451-8a2e-21509473445b,Brazil,2,0,Serbia,3,0
125582,1,G1G3,0694f736-eecc-4451-8a2e-21509473445b,Brazil,1,0,Switzerland,2,0
136996,1,G1H4,0694f736-eecc-4451-8a2e-21509473445b,Brazil,4,1,Korea,2,0
130344,1,G2G3,0694f736-eecc-4451-8a2e-21509473445b,Serbia,2,3,Switzerland,0,1
110401,1,G3G4,0694f736-eecc-4451-8a2e-21509473445b,Switzerland,1,0,Cameroon,1,2
66217,1,G4G1,0694f736-eecc-4451-8a2e-21509473445b,Cameroon,1,0,Brazil,0,2
125581,1,G4G2,0694f736-eecc-4451-8a2e-21509473445b,Cameroon,3,3,Serbia,1,2
136998,1,H1G3,0694f736-eecc-4451-8a2e-21509473445b,Portugal,6,1,Switzerland,1,1
117777,1,H1H2,0694f736-eecc-4451-8a2e-21509473445b,Portugal,3,2,Ghana,2,0
128843,1,H1H3,0694f736-eecc-4451-8a2e-21509473445b,Portugal,2,0,Uruguay,1,0
130345,1,H2H3,0694f736-eecc-4451-8a2e-21509473445b,Ghana,0,2,Uruguay,0,1
94712,1,H3H4,0694f736-eecc-4451-8a2e-21509473445b,Uruguay,0,0,Korea,2,0
130346,1,H4H1,0694f736-eecc-4451-8a2e-21509473445b,Korea,2,1,Portugal,0,2
128842,1,H4H2,0694f736-eecc-4451-8a2e-21509473445b,Korea,2,3,Ghana,1,1
17057,1,A1A2,083219a7-e563-46bc-8841-525b3ee7683f,Qatar,0,2,Ecuador,0,2
17072,1,A1A3,083219a7-e563-46bc-8841-525b3ee7683f,Qatar,1,3,Senegal,0,3
17087,1,A2A3,083219a7-e563-46bc-8841-525b3ee7683f,Ecuador,1,2,Senegal,2,1
17055,1,A3A4,083219a7-e563-46bc-8841-525b3ee7683f,Senegal,0,2,Netherlands,0,2
17088,1,A4A1,083219a7-e563-46bc-8841-525b3ee7683f,Netherlands,2,0,Qatar,3,0
17073,1,A4A2,083219a7-e563-46bc-8841-525b3ee7683f,Netherlands,1,1,Ecuador,1,1
133951,1,A4B3,083219a7-e563-46bc-8841-525b3ee7683f,Netherlands,3,1,USA,2,1
142024,1,A4C1,083219a7-e563-46bc-8841-525b3ee7683f,Netherlands,2,2,Argentina,1,1
133954,1,B1A3,083219a7-e563-46bc-8841-525b3ee7683f,England,3,0,Senegal,1,1
17056,1,B1B2,083219a7-e563-46bc-8841-525b3ee7683f,England,6,2,Iran,2,0
17074,1,B1B3,083219a7-e563-46bc-8841-525b3ee7683f,England,0,0,USA,1,1
142026,1,B1D1,083219a7-e563-46bc-8841-525b3ee7683f,England,1,2,France,1,2
17090,1,B2B3,083219a7-e563-46bc-8841-525b3ee7683f,Iran,0,1,USA,0,3
17058,1,B3B4,083219a7-e563-46bc-8841-525b3ee7683f,USA,1,1,Wales,2,2
17089,1,B4B1,083219a7-e563-46bc-8841-525b3ee7683f,Wales,0,3,England,0,2
17071,1,B4B2,083219a7-e563-46bc-8841-525b3ee7683f,Wales,0,2,Iran,1,0
17059,1,C1C2,083219a7-e563-46bc-8841-525b3ee7683f,Argentina,1,2,Saudi Arabia,4,0
17078,1,C1C3,083219a7-e563-46bc-8841-525b3ee7683f,Argentina,2,0,Mexico,2,1
143987,1,C1D1,083219a7-e563-46bc-8841-525b3ee7683f,Argentina,2,2,France,1,1
133952,1,C1D2,083219a7-e563-46bc-8841-525b3ee7683f,Argentina,2,1,Australia,2,0
143131,1,C1F4,083219a7-e563-46bc-8841-525b3ee7683f,Argentina,3,0,Croatia,2,1
17094,1,C2C3,083219a7-e563-46bc-8841-525b3ee7683f,Saudi Arabia,1,2,Mexico,2,0
17061,1,C3C4,083219a7-e563-46bc-8841-525b3ee7683f,Mexico,0,0,Poland,1,1
17093,1,C4C1,083219a7-e563-46bc-8841-525b3ee7683f,Poland,0,2,Argentina,2,2
17076,1,C4C2,083219a7-e563-46bc-8841-525b3ee7683f,Poland,2,0,Saudi Arabia,1,1
133953,1,D1C4,083219a7-e563-46bc-8841-525b3ee7683f,France,3,1,Poland,3,1
17062,1,D1D2,083219a7-e563-46bc-8841-525b3ee7683f,France,4,1,Australia,2,0
17077,1,D1D3,083219a7-e563-46bc-8841-525b3ee7683f,France,2,1,Denmark,2,1
143132,1,D1F3,083219a7-e563-46bc-8841-525b3ee7683f,France,2,0,Morocco,2,0
17091,1,D2D3,083219a7-e563-46bc-8841-525b3ee7683f,Australia,1,0,Denmark,1,1
17060,1,D3D4,083219a7-e563-46bc-8841-525b3ee7683f,Denmark,0,0,Tunisia,1,0
17092,1,D4D1,083219a7-e563-46bc-8841-525b3ee7683f,Tunisia,1,0,France,0,3
17075,1,D4D2,083219a7-e563-46bc-8841-525b3ee7683f,Tunisia,0,1,Australia,1,2
17065,1,E1E2,083219a7-e563-46bc-8841-525b3ee7683f,Spain,7,0,Costa Rica,3,0
17082,1,E1E3,083219a7-e563-46bc-8841-525b3ee7683f,Spain,1,1,Germany,1,1
17098,1,E2E3,083219a7-e563-46bc-8841-525b3ee7683f,Costa Rica,2,4,Germany,0,3
17064,1,E3E4,083219a7-e563-46bc-8841-525b3ee7683f,Germany,1,2,Japan,2,1
17097,1,E4E1,083219a7-e563-46bc-8841-525b3ee7683f,Japan,2,1,Spain,1,2
17079,1,E4E2,083219a7-e563-46bc-8841-525b3ee7683f,Japan,0,1,Costa Rica,2,1
136584,1,E4F4,083219a7-e563-46bc-8841-525b3ee7683f,Japan,1,1,Croatia,1,2
17066,1,F1F2,083219a7-e563-46bc-8841-525b3ee7683f,Belgium,1,0,Canada,3,0
17080,1,F1F3,083219a7-e563-46bc-8841-525b3ee7683f,Belgium,0,2,Morocco,2,0
17096,1,F2F3,083219a7-e563-46bc-8841-525b3ee7683f,Canada,1,2,Morocco,1,2
136585,1,F3E1,083219a7-e563-46bc-8841-525b3ee7683f,Morocco,0,0,Spain,1,2
17063,1,F3F4,083219a7-e563-46bc-8841-525b3ee7683f,Morocco,0,0,Croatia,0,2
142025,1,F3H1,083219a7-e563-46bc-8841-525b3ee7683f,Morocco,1,0,Portugal,1,2
17095,1,F4F1,083219a7-e563-46bc-8841-525b3ee7683f,Croatia,0,0,Belgium,1,1
17081,1,F4F2,083219a7-e563-46bc-8841-525b3ee7683f,Croatia,4,1,Canada,2,0
143986,1,F4F3,083219a7-e563-46bc-8841-525b3ee7683f,Croatia,2,1,Morocco,0,2
142023,1,F4G1,083219a7-e563-46bc-8841-525b3ee7683f,Croatia,0,0,Brazil,0,2
17070,1,G1G2,083219a7-e563-46bc-8841-525b3ee7683f,Brazil,2,0,Serbia,2,1
17085,1,G1G3,083219a7-e563-46bc-8841-525b3ee7683f,Brazil,1,0,Switzerland,2,0
139254,1,G1H4,083219a7-e563-46bc-8841-525b3ee7683f,Brazil,4,1,Korea,3,1
17101,1,G2G3,083219a7-e563-46bc-8841-525b3ee7683f,Serbia,2,3,Switzerland,1,1
17067,1,G3G4,083219a7-e563-46bc-8841-525b3ee7683f,Switzerland,1,0,Cameroon,1,0
17102,1,G4G1,083219a7-e563-46bc-8841-525b3ee7683f,Cameroon,1,0,Brazil,1,3
17083,1,G4G2,083219a7-e563-46bc-8841-525b3ee7683f,Cameroon,3,3,Serbia,1,2
139255,1,H1G3,083219a7-e563-46bc-8841-525b3ee7683f,Portugal,6,1,Switzerland,2,0
95907,1,H1H2,083219a7-e563-46bc-8841-525b3ee7683f,Portugal,3,2,Ghana,3,1
95909,1,H1H3,083219a7-e563-46bc-8841-525b3ee7683f,Portugal,2,0,Uruguay,2,2
95910,1,H2H3,083219a7-e563-46bc-8841-525b3ee7683f,Ghana,0,2,Uruguay,1,2
95906,1,H3H4,083219a7-e563-46bc-8841-525b3ee7683f,Uruguay,0,0,Korea,1,2
95911,1,H4H1,083219a7-e563-46bc-8841-525b3ee7683f,Korea,2,1,Portugal,1,1
95908,1,H4H2,083219a7-e563-46bc-8841-525b3ee7683f,Korea,2,3,Ghana,1,1
17263,1,A1A2,aa9fb5f4-c884-4730-b157-0671185a069a,Qatar,0,2,Ecuador,1,2
17278,1,A1A3,aa9fb5f4-c884-4730-b157-0671185a069a,Qatar,1,3,Senegal,1,1
17293,1,A2A3,aa9fb5f4-c884-4730-b157-0671185a069a,Ecuador,1,2,Senegal,1,1
17261,1,A3A4,aa9fb5f4-c884-4730-b157-0671185a069a,Senegal,0,2,Netherlands,1,2
17294,1,A4A1,aa9fb5f4-c884-4730-b157-0671185a069a,Netherlands,2,0,Qatar,3,1
17279,1,A4A2,aa9fb5f4-c884-4730-b157-0671185a069a,Netherlands,1,1,Ecuador,2,2
141693,1,A4C1,aa9fb5f4-c884-4730-b157-0671185a069a,Netherlands,2,2,Argentina,2,2
139471,1,B1A3,aa9fb5f4-c884-4730-b157-0671185a069a,England,3,0,Senegal,2,1
17262,1,B1B2,aa9fb5f4-c884-4730-b157-0671185a069a,England,6,2,Iran,3,0
17280,1,B1B3,aa9fb5f4-c884-4730-b157-0671185a069a,England,0,0,USA,2,0
141695,1,B1D1,aa9fb5f4-c884-4730-b157-0671185a069a,England,1,2,France,2,3
128460,1,B2B3,aa9fb5f4-c884-4730-b157-0671185a069a,Iran,0,1,USA,2,1
17264,1,B3B4,aa9fb5f4-c884-4730-b157-0671185a069a,USA,1,1,Wales,1,2
17295,1,B4B1,aa9fb5f4-c884-4730-b157-0671185a069a,Wales,0,3,England,1,2
17277,1,B4B2,aa9fb5f4-c884-4730-b157-0671185a069a,Wales,0,2,Iran,1,1
17265,1,C1C2,aa9fb5f4-c884-4730-b157-0671185a069a,Argentina,1,2,Saudi Arabia,2,1
17284,1,C1C3,aa9fb5f4-c884-4730-b157-0671185a069a,Argentina,2,0,Mexico,2,2
143420,1,C1D1,aa9fb5f4-c884-4730-b157-0671185a069a,Argentina,2,2,France,3,2
142602,1,C1F4,aa9fb5f4-c884-4730-b157-0671185a069a,Argentina,3,0,Croatia,2,1
17298,1,C2C3,aa9fb5f4-c884-4730-b157-0671185a069a,Saudi Arabia,1,2,Mexico,0,2
17267,1,C3C4,aa9fb5f4-c884-4730-b157-0671185a069a,Mexico,0,0,Poland,1,1
17297,1,C4C1,aa9fb5f4-c884-4730-b157-0671185a069a,Poland,0,2,Argentina,1,2
17282,1,C4C2,aa9fb5f4-c884-4730-b157-0671185a069a,Poland,2,0,Saudi Arabia,2,1
17268,1,D1D2,aa9fb5f4-c884-4730-b157-0671185a069a,France,4,1,Australia,3,1
17283,1,D1D3,aa9fb5f4-c884-4730-b157-0671185a069a,France,2,1,Denmark,2,2
142603,1,D1F3,aa9fb5f4-c884-4730-b157-0671185a069a,France,2,0,Morocco,2,0
128462,1,D2D3,aa9fb5f4-c884-4730-b157-0671185a069a,Australia,1,0,Denmark,2,2
17266,1,D3D4,aa9fb5f4-c884-4730-b157-0671185a069a,Denmark,0,0,Tunisia,2,1
17296,1,D4D1,aa9fb5f4-c884-4730-b157-0671185a069a,Tunisia,1,0,France,0,2
17281,1,D4D2,aa9fb5f4-c884-4730-b157-0671185a069a,Tunisia,0,1,Australia,1,1
17271,1,E1E2,aa9fb5f4-c884-4730-b157-0671185a069a,Spain,7,0,Costa Rica,2,0
17288,1,E1E3,aa9fb5f4-c884-4730-b157-0671185a069a,Spain,1,1,Germany,2,2
17302,1,E2E3,aa9fb5f4-c884-4730-b157-0671185a069a,Costa Rica,2,4,Germany,1,3
17270,1,E3E4,aa9fb5f4-c884-4730-b157-0671185a069a,Germany,1,2,Japan,2,1
17301,1,E4E1,aa9fb5f4-c884-4730-b157-0671185a069a,Japan,2,1,Spain,2,3
17285,1,E4E2,aa9fb5f4-c884-4730-b157-0671185a069a,Japan,0,1,Costa Rica,1,1
139236,1,E4F4,aa9fb5f4-c884-4730-b157-0671185a069a,Japan,1,1,Croatia,2,1
17272,1,F1F2,aa9fb5f4-c884-4730-b157-0671185a069a,Belgium,1,0,Canada,3,0
17286,1,F1F3,aa9fb5f4-c884-4730-b157-0671185a069a,Belgium,0,2,Morocco,2,1
17300,1,F2F3,aa9fb5f4-c884-4730-b157-0671185a069a,Canada,1,2,Morocco,1,1
139238,1,F3E1,aa9fb5f4-c884-4730-b157-0671185a069a,Morocco,0,0,Spain,1,3
17269,1,F3F4,aa9fb5f4-c884-4730-b157-0671185a069a,Morocco,0,0,Croatia,0,2
141694,1,F3H1,aa9fb5f4-c884-4730-b157-0671185a069a,Morocco,1,0,Portugal,1,3
17299,1,F4F1,aa9fb5f4-c884-4730-b157-0671185a069a,Croatia,0,0,Belgium,2,2
17287,1,F4F2,aa9fb5f4-c884-4730-b157-0671185a069a,Croatia,4,1,Canada,2,1
143419,1,F4F3,aa9fb5f4-c884-4730-b157-0671185a069a,Croatia,2,1,Morocco,1,2
141692,1,F4G1,aa9fb5f4-c884-4730-b157-0671185a069a,Croatia,0,0,Brazil,1,3
17276,1,G1G2,aa9fb5f4-c884-4730-b157-0671185a069a,Brazil,2,0,Serbia,2,0
17291,1,G1G3,aa9fb5f4-c884-4730-b157-0671185a069a,Brazil,1,0,Switzerland,2,1
139237,1,G1H4,aa9fb5f4-c884-4730-b157-0671185a069a,Brazil,4,1,Korea,2,0
17305,1,G2G3,aa9fb5f4-c884-4730-b157-0671185a069a,Serbia,2,3,Switzerland,1,1
17273,1,G3G4,aa9fb5f4-c884-4730-b157-0671185a069a,Switzerland,1,0,Cameroon,2,1
17306,1,G4G1,aa9fb5f4-c884-4730-b157-0671185a069a,Cameroon,1,0,Brazil,0,3
17289,1,G4G2,aa9fb5f4-c884-4730-b157-0671185a069a,Cameroon,3,3,Serbia,0,1
139239,1,H1G3,aa9fb5f4-c884-4730-b157-0671185a069a,Portugal,6,1,Switzerland,2,1
117790,1,H1H2,aa9fb5f4-c884-4730-b157-0671185a069a,Portugal,3,2,Ghana,3,1
117799,1,H1H3,aa9fb5f4-c884-4730-b157-0671185a069a,Portugal,2,0,Uruguay,2,1
